	estilo	livro	capitulo	versiculo	texto
36	ARC	Mateus	2	11	E , entrando na casa , acharam o menino com Maria , sua mãe , e , prostrando-se , o adoraram ; e , abrindo os seus tesouros , lhe ofertaram dádivas : ouro , incenso e mirra .
37	ARC	Mateus	2	12	E , sendo por divina revelação avisados em sonhos para que não voltassem para junto de Herodes , partiram para a sua terra por outro caminho . A fuga para o Egito . A matança dos inocentes
38	ARC	Mateus	2	13	E , tendo-se eles retirado , eis que o anjo do Senhor apareceu a José em sonhos , dizendo : Levanta-te , e toma o menino e sua mãe , e foge para o Egito , e demora-te lá até que eu te diga , porque Herodes há de procurar o menino para o matar .
39	ARC	Mateus	2	14	E , levantando-se ele , tomou o menino e sua mãe , de noite , e foi para o Egito .
40	ARC	Mateus	2	15	E esteve lá até à morte de Herodes , para que se cumprisse o que foi dito da parte do Senhor pelo profeta , que diz : Do Egito chamei o meu Filho .
41	ARC	Mateus	2	16	Então , Herodes , vendo que tinha sido iludido pelos magos , irritou-se muito e mandou matar todos os meninos que havia em Belém e em todos os seus contornos , de dois anos para baixo , segundo o tempo que diligentemente inquirira dos magos .
42	ARC	Mateus	2	17	Então , se cumpriu o que foi dito pelo profeta Jeremias , que diz :
43	ARC	Mateus	2	18	Em Ramá se ouviu uma voz , lamentação , choro e grande pranto ; era Raquel chorando os seus filhos e não querendo ser consolada , porque já não existiam . A volta do Egito
44	ARC	Mateus	2	19	Morto , porém , Herodes , eis que o anjo do Senhor apareceu , num sonho , a José , no Egito ,
45	ARC	Mateus	2	20	dizendo : Levanta-te , e toma o menino e sua mãe , e vai para a terra de Israel , porque já estão mortos os que procuravam a morte do menino .
46	ARC	Mateus	2	21	Então , ele se levantou , e tomou o menino e sua mãe , e foi para a terra de Israel .
47	ARC	Mateus	2	22	E , ouvindo que Arquelau reinava na Judeia em lugar de Herodes , seu pai , receou ir para lá ; mas , avisado em sonhos por divina revelação , foi para as regiões da Galileia .
48	ARC	Mateus	2	23	E chegou e habitou numa cidade chamada Nazaré , para que se cumprisse o que fora dito pelos profetas : Ele será chamado Nazareno . Copyright
49	ARC	Mateus	3	3	Porque este é o anunciado pelo profeta Isaías , que disse : Voz do que clama no deserto : Preparai o caminho do Senhor , endireitai as suas veredas .
50	ARC	Mateus	3	2009	Sociedade Bíblica do Brasil . Todos os direitos reservados / All rights reserved .
51	ARC	Mateus	3	2	e dizendo : Arrependei-vos , porque é chegado o Reino dos céus .
52	ARC	Mateus	3	4	E este João tinha a sua veste de pelos de camelo e um cinto de couro em torno de seus lombos e alimentava-se de gafanhotos e de mel silvestre .
53	ARC	Mateus	3	5	Então , ia ter com ele Jerusalém , e toda a Judeia , e toda a província adjacente ao Jordão ;
54	ARC	Mateus	3	6	e eram por ele batizados no rio Jordão , confessando os seus pecados .
55	ARC	Mateus	3	7	E , vendo ele muitos dos fariseus e dos saduceus que vinham ao seu batismo , dizia-lhes : Raça de víboras , quem vos ensinou a fugir da ira futura ?
56	ARC	Mateus	3	8	Produzi , pois , frutos dignos de arrependimento
57	ARC	Mateus	3	9	e não presumais de vós mesmos , dizendo : Temos por pai a Abraão ; porque eu vos digo que mesmo destas pedras Deus pode suscitar filhos a Abraão .
58	ARC	Mateus	3	10	E também , agora , está posto o machado à raiz das árvores ; toda árvore , pois , que não produz bom fruto é cortada e lançada no fogo .
59	ARC	Mateus	3	11	E eu , em verdade , vos batizo com água , para o arrependimento ; mas aquele que vem após mim é mais poderoso do que eu ; não sou digno de levar as suas sandálias ; ele vos batizará com o Espírito Santo e com fogo .
60	ARC	Mateus	3	12	Em sua mão tem a pá , e limpará a sua eira , e recolherá no celeiro o seu trigo , e queimará a palha com fogo que nunca se apagará . O batismo de Jesus ( B )
61	ARC	Mateus	3	13	Então , veio Jesus da Galileia ter com João junto do Jordão , para ser batizado por ele .
62	ARC	Mateus	3	14	Mas João opunha-se-lhe , dizendo : Eu careço de ser batizado por ti , e vens tu a mim ?
63	ARC	Mateus	3	15	Jesus , porém , respondendo , disse-lhe : Deixa por agora , porque assim nos convém cumprir toda a justiça . Então , ele o permitiu .
64	ARC	Mateus	3	16	E , sendo Jesus batizado , saiu logo da água , e eis que se lhe abriram os céus , e viu o Espírito de Deus descendo como pomba e vindo sobre ele .
65	ARC	Mateus	3	17	E eis que uma voz dos céus dizia : Este é o meu Filho amado , em quem me comprazo . Copyright
66	ARC	Mateus	4	4	Ele , porém , respondendo , disse : Está escrito : Nem só de pão viverá o homem , mas de toda a palavra que sai da boca de Deus .
67	ARC	Mateus	4	2009	Sociedade Bíblica do Brasil . Todos os direitos reservados / All rights reserved .
68	ARC	Mateus	4	2	E , tendo jejuado quarenta dias e quarenta noites , depois teve fome ;
69	ARC	Mateus	4	3	E , chegando-se a ele o tentador , disse : Se tu és o Filho de Deus , manda que estas pedras se tornem em pães .
70	ARC	Mateus	4	5	Então o diabo o transportou à Cidade Santa , e colocou-o sobre o pináculo do templo ,
71	ARC	Mateus	4	6	e disse-lhe : Se tu és o Filho de Deus , lança-te daqui abaixo ; porque está escrito : Aos seus anjos dará ordens a teu respeito , e tomar-te-ão nas mãos , para que nunca tropeces em alguma pedra .
72	ARC	Mateus	4	7	Disse-lhe Jesus : Também está escrito : Não tentarás o Senhor , teu Deus .
73	ARC	Mateus	4	8	Novamente , o transportou o diabo a um monte muito alto ; e mostrou-lhe todos os reinos do mundo e a glória deles .
74	ARC	Mateus	4	9	E disse-lhe : Tudo isto te darei se , prostrado , me adorares .
75	ARC	Mateus	4	10	Então , disse-lhe Jesus : Vai-te , Satanás , porque está escrito : Ao Senhor , teu Deus , adorarás e só a ele servirás .
76	ARC	Mateus	4	11	Então , o diabo o deixou ; e , eis que chegaram os anjos e o serviram . Jesus na Galileia . Os primeiros discípulos ( B )
77	ARC	Mateus	4	12	Jesus , porém , ouvindo que João estava preso , voltou para a Galileia .
78	ARC	Mateus	4	13	E , deixando Nazaré , foi habitar em Cafarnaum , cidade marítima , nos confins de Zebulom e Naftali ,
79	ARC	Mateus	4	14	para que se cumprisse o que foi dito pelo profeta Isaías , que diz :
80	ARC	Mateus	4	15	A terra de Zebulom e a terra de Naftali , junto ao caminho do mar , além do Jordão , a Galileia das nações ,
81	ARC	Mateus	4	16	o povo que estava assentado em trevas viu uma grande luz ; e aos que estavam assentados na região e sombra da morte a luz raiou .
82	ARC	Mateus	4	17	Desde então , começou Jesus a pregar e a dizer : Arrependei-vos , porque é chegado o Reino dos céus .
83	ARC	Mateus	4	18	E Jesus , andando junto ao mar da Galileia , viu dois irmãos , Simão , chamado Pedro , e André , os quais lançavam as redes ao mar , porque eram pescadores .
84	ARC	Mateus	4	19	E disse-lhes : Vinde após mim , e eu vos farei pescadores de homens .
85	ARC	Mateus	4	20	Então , eles , deixando logo as redes , seguiram-no .
86	ARC	Mateus	4	21	E , adiantando-se dali , viu outros dois irmãos : Tiago , filho de Zebedeu , e João , seu irmão , num barco com Zebedeu , seu pai , consertando as redes ; e chamou-os .
87	ARC	Mateus	4	22	Eles , deixando imediatamente o barco e seu pai , seguiram-no .
88	ARC	Mateus	4	23	E percorria Jesus toda a Galileia , ensinando nas suas sinagogas , e pregando o evangelho do Reino , e curando todas as enfermidades e moléstias entre o povo .
89	ARC	Mateus	4	24	E a sua fama correu por toda a Síria ; e traziam-lhe todos os que padeciam acometidos de várias enfermidades e tormentos , os endemoninhados , os lunáticos e os paralíticos , e ele os curava .
90	ARC	Mateus	4	25	E seguia-o uma grande multidão da Galileia , de Decápolis , de Jerusalém , da Judeia e dalém do Jordão . Copyright
91	ARC	Mateus	5	5	bem-aventurados os mansos , porque eles herdarão a terra ;
92	ARC	Mateus	5	2009	Sociedade Bíblica do Brasil . Todos os direitos reservados / All rights reserved .
93	ARC	Mateus	5	2	e , abrindo a boca , os ensinava , dizendo :
94	ARC	Mateus	5	3	Bem-aventurados os pobres de espírito , porque deles é o Reino dos céus ;
95	ARC	Mateus	5	4	bem-aventurados os que choram , porque eles serão consolados ;
96	ARC	Mateus	5	6	bem-aventurados os que têm fome e sede de justiça , porque eles serão fartos ;
97	ARC	Mateus	5	7	bem-aventurados os misericordiosos , porque eles alcançarão misericórdia ;
98	ARC	Mateus	5	8	bem-aventurados os limpos de coração , porque eles verão a Deus ;
99	ARC	Mateus	5	9	bem-aventurados os pacificadores , porque eles serão chamados filhos de Deus ;
100	ARC	Mateus	5	10	bem-aventurados os que sofrem perseguição por causa da justiça , porque deles é o Reino dos céus ;
101	ARC	Mateus	5	11	bem-aventurados sois vós quando vos injuriarem , e perseguirem , e , mentindo , disserem todo o mal contra vós , por minha causa .
102	ARC	Mateus	5	12	Exultai e alegrai-vos , porque é grande o vosso galardão nos céus ; porque assim perseguiram os profetas que foram antes de vós . Os discípulos são o sal da terra e a luz do mundo
103	ARC	Mateus	5	13	Vós sois o sal da terra ; e , se o sal for insípido , com que se há de salgar ? Para nada mais presta , senão para se lançar fora e ser pisado pelos homens .
104	ARC	Mateus	5	14	Vós sois a luz do mundo ; não se pode esconder uma cidade edificada sobre um monte ;
105	ARC	Mateus	5	15	nem se acende a candeia e se coloca debaixo do alqueire , mas , no velador , e dá luz a todos que estão na casa .
106	ARC	Mateus	5	16	Assim resplandeça a vossa luz diante dos homens , para que vejam as vossas boas obras e glorifiquem o vosso Pai , que está nos céus . O cumprimento da lei e dos profetas
107	ARC	Mateus	5	17	Não cuideis que vim destruir a lei ou os profetas ; não vim ab-rogar , mas cumprir .
108	ARC	Mateus	5	18	Porque em verdade vos digo que , até que o céu e a terra passem , nem um jota ou um til se omitirá da lei sem que tudo seja cumprido .
109	ARC	Mateus	5	19	Qualquer , pois , que violar um destes menores mandamentos e assim ensinar aos homens será chamado o menor no Reino dos céus ; aquele , porém , que os cumprir e ensinar será chamado grande no Reino dos céus .
110	ARC	Mateus	5	20	Porque vos digo que , se a vossa justiça não exceder a dos escribas e fariseus , de modo nenhum entrareis no Reino dos céus .
111	ARC	Mateus	5	21	Ouvistes que foi dito aos antigos : Não matarás ; mas qualquer que matar será réu de juízo .
112	ARC	Mateus	5	22	Eu , porém , vos digo que qualquer que , sem motivo , se encolerizar contra seu irmão será réu de juízo , e qualquer que chamar a seu irmão de raca será réu do Sinédrio ; e qualquer que lhe chamar de louco será réu do fogo do inferno .
113	ARC	Mateus	5	23	Portanto , se trouxeres a tua oferta ao altar e aí te lembrares de que teu irmão tem alguma coisa contra ti ,
114	ARC	Mateus	5	24	deixa ali diante do altar a tua oferta , e vai reconciliar-te primeiro com teu irmão , e depois vem , e apresenta a tua oferta .
115	ARC	Mateus	5	25	Concilia-te depressa com o teu adversário , enquanto estás no caminho com ele , para que não aconteça que o adversário te entregue ao juiz , e o juiz te entregue ao oficial , e te encerrem na prisão .
116	ARC	Mateus	5	26	Em verdade te digo que , de maneira nenhuma , sairás dali , enquanto não pagares o último ceitil .
117	ARC	Mateus	5	27	Ouvistes que foi dito aos antigos : Não cometerás adultério .
118	ARC	Mateus	5	28	Eu porém , vos digo que qualquer que atentar numa mulher para a cobiçar já em seu coração cometeu adultério com ela .
119	ARC	Mateus	5	29	Portanto , se o teu olho direito te escandalizar , arranca-o e atira-o para longe de ti , pois te é melhor que se perca um dos teus membros do que todo o teu corpo seja lançado no inferno .
120	ARC	Mateus	5	30	E , se a tua mão direita te escandalizar , corta-a e atira-a para longe de ti , porque te é melhor que um dos teus membros se perca do que todo o teu corpo seja lançado no inferno .
121	ARC	Mateus	5	31	Também foi dito : Qualquer que deixar sua mulher , que lhe dê carta de desquite .
122	ARC	Mateus	5	32	Eu , porém , vos digo que qualquer que repudiar sua mulher , a não ser por causa de prostituição , faz que ela cometa adultério ; e qualquer que casar com a repudiada comete adultério .
123	ARC	Mateus	5	33	Outrossim , ouvistes que foi dito aos antigos : Não perjurarás , mas cumprirás teus juramentos ao Senhor .
124	ARC	Mateus	5	34	Eu , porém , vos digo que , de maneira nenhuma , jureis nem pelo céu , porque é o trono de Deus ,
125	ARC	Mateus	5	35	nem pela terra , porque é o escabelo de seus pés , nem por Jerusalém , porque é a cidade do grande Rei ,
126	ARC	Mateus	5	36	nem jurarás pela tua cabeça , porque não podes tornar um cabelo branco ou preto .
127	ARC	Mateus	5	37	Seja , porém , o vosso falar : Sim , sim ; não , não , porque o que passa disso é de procedência maligna .
128	ARC	Mateus	5	38	Ouvistes que foi dito : Olho por olho e dente por dente .
129	ARC	Mateus	5	39	Eu , porém , vos digo que não resistais ao mal ; mas , se qualquer te bater na face direita , oferece-lhe também a outra ;
130	ARC	Mateus	5	40	e ao que quiser pleitear contigo e tirar-te a vestimenta , larga-lhe também a capa ;
131	ARC	Mateus	5	41	e , se qualquer te obrigar a caminhar uma milha , vai com ele duas .
132	ARC	Mateus	5	42	Dá a quem te pedir e não te desvies daquele que quiser que lhe emprestes .
133	ARC	Mateus	5	43	Ouvistes que foi dito : Amarás o teu próximo e aborrecerás o teu inimigo .
134	ARC	Mateus	5	44	Eu , porém , vos digo : Amai a vossos inimigos , bendizei os que vos maldizem , fazei bem aos que vos odeiam e orai pelos que vos maltratam e vos perseguem ,
135	ARC	Mateus	5	45	para que sejais filhos do Pai que está nos céus ; porque faz que o seu sol se levante sobre maus e bons e a chuva desça sobre justos e injustos .
136	ARC	Mateus	5	46	Pois , se amardes os que vos amam , que galardão tereis ? Não fazem os publicanos também o mesmo ?
137	ARC	Mateus	5	47	E , se saudardes unicamente os vossos irmãos , que fazeis de mais ? Não fazem os publicanos também assim ?
138	ARC	Mateus	5	48	Sede vós , pois , perfeitos , como é perfeito o vosso Pai , que está nos céus . Copyright
139	ARC	Mateus	6	6	Mas tu , quando orares , entra no teu aposento e , fechando a tua porta , ora a teu Pai , que vê o que está oculto ; e teu Pai , que vê o que está oculto , te recompensará .
140	ARC	Mateus	6	2009	Sociedade Bíblica do Brasil . Todos os direitos reservados / All rights reserved .
141	ARC	Mateus	6	2	Quando , pois , deres esmola , não faças tocar trombeta diante de ti , como fazem os hipócritas nas sinagogas e nas ruas , para serem glorificados pelos homens . Em verdade vos digo que já receberam o seu galardão .
142	ARC	Mateus	6	3	Mas , quando tu deres esmola , não saiba a tua mão esquerda o que faz a tua direita ,
143	ARC	Mateus	6	4	para que a tua esmola seja dada ocultamente , e teu Pai , que vê em secreto , te recompensará publicamente .
144	ARC	Mateus	6	5	E , quando orares , não sejas como os hipócritas , pois se comprazem em orar em pé nas sinagogas e às esquinas das ruas , para serem vistos pelos homens . Em verdade vos digo que já receberam o seu galardão .
145	ARC	Mateus	6	7	E , orando , não useis de vãs repetições , como os gentios , que pensam que , por muito falarem , serão ouvidos .
146	ARC	Mateus	6	8	Não vos assemelheis , pois , a eles , porque vosso Pai sabe o que vos é necessário antes de vós lho pedirdes .
147	ARC	Mateus	6	9	Portanto , vós orareis assim : Pai nosso , que estás nos céus , santificado seja o teu nome .
148	ARC	Mateus	6	10	Venha o teu Reino . Seja feita a tua vontade , tanto na terra como no céu .
149	ARC	Mateus	6	11	O pão nosso de cada dia dá-nos hoje .
150	ARC	Mateus	6	12	Perdoa-nos as nossas dívidas , assim como nós perdoamos aos nossos devedores .
151	ARC	Mateus	6	13	E não nos induzas à tentação , mas livra-nos do mal ; porque teu é o Reino , e o poder , e a glória , para sempre . Amém !
152	ARC	Mateus	6	14	Porque , se perdoardes aos homens as suas ofensas , também vosso Pai celestial vos perdoará a vós .
153	ARC	Mateus	6	15	Se , porém , não perdoardes aos homens as suas ofensas , também vosso Pai vos não perdoará as vossas ofensas .
154	ARC	Mateus	6	16	E , quando jejuardes , não vos mostreis contristados como os hipócritas , porque desfiguram o rosto , para que aos homens pareça que jejuam . Em verdade vos digo que já receberam o seu galardão .
155	ARC	Mateus	6	17	Porém tu , quando jejuares , unge a cabeça e lava o rosto ,
156	ARC	Mateus	6	18	para não pareceres aos homens que jejuas , mas sim a teu Pai , que está oculto ; e teu Pai , que vê o que está oculto , te recompensará . O tesouro no céu . O olho puro . Os dois senhores . A ansiosa solicitude pela nossa vida
157	ARC	Mateus	6	19	Não ajunteis tesouros na terra , onde a traça e a ferrugem tudo consomem , e onde os ladrões minam e roubam .
158	ARC	Mateus	6	20	Mas ajuntai tesouros no céu , onde nem a traça nem a ferrugem consomem , e onde os ladrões não minam , nem roubam .
159	ARC	Mateus	6	21	Porque onde estiver o vosso tesouro , aí estará também o vosso coração .
160	ARC	Mateus	6	22	A candeia do corpo são os olhos ; de sorte que , se os teus olhos forem bons , todo o teu corpo terá luz .
161	ARC	Mateus	6	23	Se , porém , os teus olhos forem maus , o teu corpo será tenebroso . Se , portanto , a luz que em ti há são trevas , quão grandes serão tais trevas !
162	ARC	Mateus	6	24	Ninguém pode servir a dois senhores , porque ou há de odiar um e amar o outro ou se dedicará a um e desprezará o outro . Não podeis servir a Deus e a Mamom .
163	ARC	Mateus	6	25	Por isso , vos digo : não andeis cuidadosos quanto à vossa vida , pelo que haveis de comer ou pelo que haveis de beber ; nem quanto ao vosso corpo , pelo que haveis de vestir . Não é a vida mais do que o mantimento , e o corpo , mais do que a vestimenta ?
164	ARC	Mateus	6	26	Olhai para as aves do céu , que não semeiam , nem segam , nem ajuntam em celeiros ; e vosso Pai celestial as alimenta . Não tendes vós muito mais valor do que elas ?
165	ARC	Mateus	6	27	E qual de vós poderá , com todos os seus cuidados , acrescentar um côvado à sua estatura ?
166	ARC	Mateus	6	28	E , quanto ao vestuário , porque andais solícitos ? Olhai para os lírios do campo , como eles crescem ; não trabalham , nem fiam .
167	ARC	Mateus	6	29	E eu vos digo que nem mesmo Salomão , em toda a sua glória , se vestiu como qualquer deles .
168	ARC	Mateus	6	30	Pois , se Deus assim veste a erva do campo , que hoje existe e amanhã é lançada no forno , não vos vestirá muito mais a vós , homens de pequena fé ?
169	ARC	Mateus	6	31	Não andeis , pois , inquietos , dizendo : Que comeremos ou que beberemos ou com que nos vestiremos ?
170	ARC	Mateus	6	32	( Porque todas essas coisas os gentios procuram . ) Decerto , vosso Pai celestial bem sabe que necessitais de todas essas coisas ;
171	ARC	Mateus	6	33	Mas buscai primeiro o Reino de Deus , e a sua justiça , e todas essas coisas vos serão acrescentadas .
172	ARC	Mateus	6	34	Não vos inquieteis , pois , pelo dia de amanhã , porque o dia de amanhã cuidará de si mesmo . Basta a cada dia o seu mal . Copyright
173	ARC	Mateus	7	7	Pedi , e dar-se-vos-á ; buscai e encontrareis ; batei , e abrir-se-vos-á .
174	ARC	Mateus	7	2009	Sociedade Bíblica do Brasil . Todos os direitos reservados / All rights reserved .
175	ARC	Mateus	7	2	porque com o juízo com que julgardes sereis julgados , e com a medida com que tiverdes medido vos hão de medir a vós .
176	ARC	Mateus	7	3	E por que reparas tu no argueiro que está no olho do teu irmão e não vês a trave que está no teu olho ?
177	ARC	Mateus	7	4	Ou como dirás a teu irmão : Deixa-me tirar o argueiro do teu olho , estando uma trave no teu ?
178	ARC	Mateus	7	5	Hipócrita , tira primeiro a trave do teu olho e , então , cuidarás em tirar o argueiro do olho do teu irmão .
179	ARC	Mateus	7	6	Não deis aos cães as coisas santas , nem deiteis aos porcos as vossas pérolas ; para que não as pisem e , voltando-se , vos despedacem . A bondade de Deus
180	ARC	Mateus	7	8	Porque aquele que pede recebe ; e o que busca encontra ; e , ao que bate , se abre .
181	ARC	Mateus	7	9	E qual dentre vós é o homem que , pedindo-lhe pão o seu filho , lhe dará uma pedra ?
182	ARC	Mateus	7	10	E , pedindo-lhe peixe , lhe dará uma serpente ?
183	ARC	Mateus	7	11	Se , vós , pois , sendo maus , sabeis dar boas coisas aos vossos filhos , quanto mais vosso Pai , que está nos céus , dará bens aos que lhe pedirem ?
184	ARC	Mateus	7	12	Portanto , tudo o que vós quereis que os homens vos façam , fazei-lho também vós , porque esta é a lei e os profetas . Os dois caminhos
185	ARC	Mateus	7	13	Entrai pela porta estreita , porque larga é a porta , e espaçoso , o caminho que conduz à perdição , e muitos são os que entram por ela ;
186	ARC	Mateus	7	14	E porque estreita é a porta , e apertado , o caminho que leva à vida , e poucos há que a encontrem . Os falsos profetas
187	ARC	Mateus	7	15	Acautelai-vos , porém , dos falsos profetas , que vêm até vós vestidos como ovelhas , mas interiormente são lobos devoradores .
188	ARC	Mateus	7	16	Por seus frutos os conhecereis . Porventura , colhem-se uvas dos espinheiros ou figos dos abrolhos ?
189	ARC	Mateus	7	17	Assim , toda árvore boa produz bons frutos , e toda árvore má produz frutos maus .
190	ARC	Mateus	7	18	Não pode a árvore boa dar maus frutos , nem a árvore má dar frutos bons .
191	ARC	Mateus	7	19	Toda árvore que não dá bom fruto corta-se e lança-se no fogo .
192	ARC	Mateus	7	20	Portanto , pelos seus frutos os conhecereis . Quem entra no Reino dos céus
193	ARC	Mateus	7	21	Nem todo o que me diz : Senhor , Senhor ! entrará no Reino dos céus , mas aquele que faz a vontade de meu Pai , que está nos céus .
194	ARC	Mateus	7	22	Muitos me dirão naquele Dia : Senhor , Senhor , não profetizamos nós em teu nome ? E , em teu nome , não expulsamos demônios ? E , em teu nome , não fizemos muitas maravilhas ?
195	ARC	Mateus	7	23	E , então , lhes direi abertamente : Nunca vos conheci ; apartai-vos de mim , vós que praticais a iniquidade . Os dois alicerces
196	ARC	Mateus	7	24	Todo aquele , pois , que escuta estas minhas palavras e as pratica , assemelhá-lo-ei ao homem prudente , que edificou a sua casa sobre a rocha .
197	ARC	Mateus	7	25	E desceu a chuva , e correram rios , e assopraram ventos , e combateram aquela casa , e não caiu , porque estava edificada sobre a rocha .
198	ARC	Mateus	7	26	E aquele que ouve estas minhas palavras e as não cumpre , compará-lo-ei ao homem insensato , que edificou a sua casa sobre a areia .
199	ARC	Mateus	7	27	E desceu a chuva , e correram rios , e assopraram ventos , e combateram aquela casa , e caiu , e foi grande a sua queda . A autoridade de Jesus
200	ARC	Mateus	7	28	E aconteceu que , concluindo Jesus este discurso , a multidão se admirou da sua doutrina ,
201	ARC	Mateus	7	29	porquanto os ensinava com autoridade e não como os escribas . Copyright
202	ARC	Mateus	8	8	E o centurião , respondendo , disse : Senhor , não sou digno de que entres debaixo do meu telhado , mas dize somente uma palavra , e o meu criado sarará ,
203	ARC	Mateus	8	2009	Sociedade Bíblica do Brasil . Todos os direitos reservados / All rights reserved .
204	ARC	Mateus	8	2	E eis que veio um leproso e o adorou , dizendo : Senhor , se quiseres , podes tornar-me limpo .
205	ARC	Mateus	8	3	E Jesus , estendendo a mão , tocou-o , dizendo : Quero ; sê limpo . E logo ficou purificado da lepra .
206	ARC	Mateus	8	4	Disse-lhe , então , Jesus : Olha , não o digas a alguém , mas vai , mostra-te ao sacerdote e apresenta a oferta que Moisés determinou , para lhes servir de testemunho . O centurião de Cafarnaum ( B )
207	ARC	Mateus	8	5	E , entrando Jesus em Cafarnaum , chegou junto dele um centurião , rogando-lhe
208	ARC	Mateus	8	6	e dizendo : Senhor , o meu criado jaz em casa paralítico e violentamente atormentado .
209	ARC	Mateus	8	7	E Jesus lhe disse : Eu irei e lhe darei saúde .
