	estilo	livro	capitulo	versiculo	texto
133	NVI-PT	Mateus	5	40	E se alguém quiser processá-lo e tirar-lhe a túnica , deixe que leve também a capa .
134	NVI-PT	Mateus	5	41	Se alguém o forçar a caminhar com ele uma milha [ k ] , vá com ele duas .
135	NVI-PT	Mateus	5	42	Dê a quem lhe pede , e não volte as costas àquele que deseja pedir-lhe algo emprestado . O Amor aos Inimigos ( C )
136	NVI-PT	Mateus	5	43	“ Vocês ouviram o que foi dito : ‘ Ame o seu próximo [ l ] e odeie o seu inimigo ’ .
137	NVI-PT	Mateus	5	44	Mas eu lhes digo : Amem os seus inimigos [ m ] e orem por aqueles que os perseguem ,
138	NVI-PT	Mateus	5	45	para que vocês venham a ser filhos de seu Pai que está nos céus . Porque ele faz raiar o seu sol sobre maus e bons e derrama chuva sobre justos e injustos .
139	NVI-PT	Mateus	5	46	Se vocês amarem aqueles que os amam , que recompensa vocês receberão ? Até os publicanos [ n ] fazem isso !
140	NVI-PT	Mateus	5	47	E se saudarem apenas os seus irmãos , o que estarão fazendo de mais ? Até os pagãos fazem isso !
141	NVI-PT	Mateus	5	48	Portanto , sejam perfeitos como perfeito é o Pai celestial de vocês . Footnotes - 5.3 Isto é , como são felizes ; também nos versículos
142	NVI-PT	Mateus	5	1993	,
143	NVI-PT	Mateus	5	2000	by Biblica , Inc.® Used by permission . All rights reserved worldwide .
144	NVI-PT	Mateus	6	6	Mas quando você orar , vá para seu quarto , feche a porta e ore a seu Pai , que está em secreto . Então seu Pai , que vê em secreto , o recompensará .
145	NVI-PT	Mateus	6	2	“ Portanto , quando você der esmola , não anuncie isso com trombetas , como fazem os hipócritas nas sinagogas e nas ruas , a fim de serem honrados pelos outros . Eu lhes garanto que eles já receberam sua plena recompensa .
146	NVI-PT	Mateus	6	3	Mas quando você der esmola , que a sua mão esquerda não saiba o que está fazendo a direita ,
147	NVI-PT	Mateus	6	4	de forma que você preste a sua ajuda em segredo . E seu Pai , que vê o que é feito em segredo , o recompensará . A Oração ( A )
148	NVI-PT	Mateus	6	5	“ E quando vocês orarem , não sejam como os hipócritas . Eles gostam de ficar orando em pé nas sinagogas e nas esquinas , a fim de serem vistos pelos outros . Eu lhes asseguro que eles já receberam sua plena recompensa .
149	NVI-PT	Mateus	6	7	E quando orarem , não fiquem sempre repetindo a mesma coisa , como fazem os pagãos . Eles pensam que por muito falarem serão ouvidos .
150	NVI-PT	Mateus	6	8	Não sejam iguais a eles , porque o seu Pai sabe do que vocês precisam , antes mesmo de o pedirem .
151	NVI-PT	Mateus	6	9	Vocês , orem assim : “ Pai nosso , que estás nos céus ! Santificado seja o teu nome .
152	NVI-PT	Mateus	6	10	Venha o teu Reino ; seja feita a tua vontade , assim na terra como no céu .
153	NVI-PT	Mateus	6	11	Dá-nos hoje o nosso pão de cada dia .
154	NVI-PT	Mateus	6	12	Perdoa as nossas dívidas , assim como perdoamos aos nossos devedores .
155	NVI-PT	Mateus	6	13	E não nos deixes cair em [ a ] tentação , mas livra-nos do mal [ b ] , porque teu é o Reino , o poder e a glória para sempre . Amém [ c ] .
156	NVI-PT	Mateus	6	14	Pois se perdoarem as ofensas uns dos outros , o Pai celestial também lhes perdoará .
157	NVI-PT	Mateus	6	15	Mas se não perdoarem uns aos outros , o Pai celestial não lhes perdoará as ofensas . O Jejum
158	NVI-PT	Mateus	6	16	“ Quando jejuarem , não mostrem uma aparência triste como os hipócritas , pois eles mudam a aparência do rosto a fim de que os outros vejam que eles estão jejuando . Eu lhes digo verdadeiramente que eles já receberam sua plena recompensa .
159	NVI-PT	Mateus	6	17	Ao jejuar , arrume o cabelo [ d ] e lave o rosto ,
160	NVI-PT	Mateus	6	18	para que não pareça aos outros que você está jejuando , mas apenas a seu Pai , que vê em secreto . E seu Pai , que vê em secreto , o recompensará . Os Tesouros no Céu
161	NVI-PT	Mateus	6	19	“ Não acumulem para vocês tesouros na terra , onde a traça e a ferrugem destroem , e onde os ladrões arrombam e furtam .
162	NVI-PT	Mateus	6	20	Mas acumulem para vocês tesouros nos céus , onde a traça e a ferrugem não destroem , e onde os ladrões não arrombam nem furtam .
163	NVI-PT	Mateus	6	21	Pois onde estiver o seu tesouro , aí também estará o seu coração .
164	NVI-PT	Mateus	6	22	“ Os olhos são a candeia do corpo . Se os seus olhos forem bons , todo o seu corpo será cheio de luz .
165	NVI-PT	Mateus	6	23	Mas se os seus olhos forem maus , todo o seu corpo será cheio de trevas . Portanto , se a luz que está dentro de você são trevas , que tremendas trevas são !
166	NVI-PT	Mateus	6	24	“ Ninguém pode servir a dois senhores ; pois odiará um e amará o outro , ou se dedicará a um e desprezará o outro . Vocês não podem servir a Deus e ao Dinheiro [ e ] . As Preocupações da Vida ( B )
167	NVI-PT	Mateus	6	25	“ Portanto eu lhes digo : Não se preocupem com sua própria vida , quanto ao que comer ou beber ; nem com seu próprio corpo , quanto ao que vestir . Não é a vida mais importante que a comida , e o corpo mais importante que a roupa ?
168	NVI-PT	Mateus	6	26	Observem as aves do céu : não semeiam nem colhem nem armazenam em celeiros ; contudo , o Pai celestial as alimenta . Não têm vocês muito mais valor do que elas ?
169	NVI-PT	Mateus	6	27	Quem de vocês , por mais que se preocupe , pode acrescentar uma hora que seja à sua vida ? [ f ]
170	NVI-PT	Mateus	6	28	“ Por que vocês se preocupam com roupas ? Vejam como crescem os lírios do campo . Eles não trabalham nem tecem .
171	NVI-PT	Mateus	6	29	Contudo , eu lhes digo que nem Salomão , em todo o seu esplendor , vestiu-se como um deles .
172	NVI-PT	Mateus	6	30	Se Deus veste assim a erva do campo , que hoje existe e amanhã é lançada ao fogo , não vestirá muito mais a vocês , homens de pequena fé ?
173	NVI-PT	Mateus	6	31	Portanto , não se preocupem , dizendo : ‘ Que vamos comer ? ’ ou ‘ Que vamos beber ? ’ ou ‘ Que vamos vestir ? ’
174	NVI-PT	Mateus	6	32	Pois os pagãos é que correm atrás dessas coisas ; mas o Pai celestial sabe que vocês precisam delas .
175	NVI-PT	Mateus	6	33	Busquem , pois , em primeiro lugar o Reino de Deus e a sua justiça , e todas essas coisas lhes serão acrescentadas .
176	NVI-PT	Mateus	6	34	Portanto , não se preocupem com o amanhã , pois o amanhã trará as suas próprias preocupações . Basta a cada dia o seu próprio mal . Biblia Sagrada , Nova Versão Internacional® , NVI® Copyright ©
177	NVI-PT	Mateus	6	1993	,
178	NVI-PT	Mateus	6	2000	by Biblica , Inc.® Used by permission . All rights reserved worldwide .
179	NVI-PT	Mateus	7	7	“ Peçam , e lhes será dado ; busquem , e encontrarão ; batam , e a porta lhes será aberta .
180	NVI-PT	Mateus	7	2	Pois da mesma forma que julgarem , vocês serão julgados ; e a medida que usarem , também será usada para medir vocês .
181	NVI-PT	Mateus	7	3	“ Por que você repara no cisco que está no olho do seu irmão , e não se dá conta da viga que está em seu próprio olho ?
182	NVI-PT	Mateus	7	4	Como você pode dizer ao seu irmão : ‘ Deixe-me tirar o cisco do seu olho ’ , quando há uma viga no seu ?
183	NVI-PT	Mateus	7	5	Hipócrita , tire primeiro a viga do seu olho , e então você verá claramente para tirar o cisco do olho do seu irmão .
184	NVI-PT	Mateus	7	6	“ Não dêem o que é sagrado aos cães , nem atirem suas pérolas aos porcos ; caso contrário , estes as pisarão e , aqueles , voltando-se contra vocês , os despedaçarão . A Persistência na Oração ( B )
185	NVI-PT	Mateus	7	8	Pois todo o que pede , recebe ; o que busca , encontra ; e àquele que bate , a porta será aberta .
186	NVI-PT	Mateus	7	9	“ Qual de vocês , se seu filho pedir pão , lhe dará uma pedra ?
187	NVI-PT	Mateus	7	10	Ou se pedir peixe , lhe dará uma cobra ?
188	NVI-PT	Mateus	7	11	Se vocês , apesar de serem maus , sabem dar boas coisas aos seus filhos , quanto mais o Pai de vocês , que está nos céus , dará coisas boas aos que lhe pedirem !
189	NVI-PT	Mateus	7	12	Assim , em tudo , façam aos outros o que vocês querem que eles lhes façam ; pois esta é a Lei e os Profetas . A Porta Estreita e a Porta Larga
190	NVI-PT	Mateus	7	13	“ Entrem pela porta estreita , pois larga é a porta e amplo o caminho que leva à perdição , e são muitos os que entram por ela .
191	NVI-PT	Mateus	7	14	Como é estreita a porta , e apertado o caminho que leva à vida ! São poucos os que a encontram . A Árvore e seu Fruto ( C )
