	estilo	livro	capitulo	versiculo	texto
103	NTLH	Mateus	5	13	— Vocês são o sal para a humanidade ; mas , se o sal perde o gosto , deixa de ser sal e não serve para mais nada . É jogado fora e pisado pelas pessoas que passam .
104	NTLH	Mateus	5	14	— Vocês são a luz para o mundo . Não se pode esconder uma cidade construída sobre um monte .
105	NTLH	Mateus	5	15	Ninguém acende uma lamparina para colocá-la debaixo de um cesto . Pelo contrário , ela é colocada no lugar próprio para que ilumine todos os que estão na casa .
106	NTLH	Mateus	5	16	Assim também a luz de vocês deve brilhar para que os outros vejam as coisas boas que vocês fazem e louvem o Pai de vocês , que está no céu . A Lei de Moisés
107	NTLH	Mateus	5	17	— Não pensem que eu vim para acabar com a Lei de Moisés ou com os ensinamentos dos Profetas . Não vim para acabar com eles , mas para dar o seu sentido completo .
108	NTLH	Mateus	5	18	Eu afirmo a vocês que isto é verdade : enquanto o céu e a terra durarem , nada será tirado da Lei — nem a menor letra , nem qualquer acento . E assim será até o fim de todas as coisas .
109	NTLH	Mateus	5	19	Portanto , qualquer um que desobedecer ao menor mandamento e ensinar os outros a fazerem o mesmo será considerado o menor no Reino do Céu . Por outro lado , quem obedecer à Lei e ensinar os outros a fazerem o mesmo será considerado grande no Reino do Céu .
110	NTLH	Mateus	5	20	Pois eu afirmo a vocês que só entrarão no Reino do Céu se forem mais fiéis em fazer a vontade de Deus do que os mestres da Lei e os fariseus . O ódio
111	NTLH	Mateus	5	21	— Vocês ouviram o que foi dito aos seus antepassados : “ Não mate . Quem matar será julgado. ”
112	NTLH	Mateus	5	22	Mas eu lhes digo que qualquer um que ficar com raiva do seu irmão será julgado . Quem disser ao seu irmão : “ Você não vale nada ” será julgado pelo tribunal . E quem chamar o seu irmão de idiota estará em perigo de ir para o fogo do inferno .
113	NTLH	Mateus	5	23	Portanto , se você estiver oferecendo no altar a sua oferta a Deus e lembrar que o seu irmão tem alguma queixa contra você ,
114	NTLH	Mateus	5	24	deixe a sua oferta ali , na frente do altar , e vá logo fazer as pazes com o seu irmão . Depois volte e ofereça a sua oferta a Deus .
115	NTLH	Mateus	5	25	— Se alguém fizer uma acusação contra você e levá-lo ao tribunal , entre em acordo com essa pessoa enquanto ainda é tempo , antes de chegarem lá . Porque , depois de chegarem ao tribunal , você será entregue ao juiz , o juiz o entregará ao carcereiro , e você será jogado na cadeia .
116	NTLH	Mateus	5	26	Eu afirmo a você que isto é verdade : você não sairá dali enquanto não pagar a multa toda . O adultério
117	NTLH	Mateus	5	27	— Vocês ouviram o que foi dito : “ Não cometa adultério. ”
118	NTLH	Mateus	5	28	Mas eu lhes digo : quem olhar para uma mulher e desejar possuí-la já cometeu adultério no seu coração .
119	NTLH	Mateus	5	29	Portanto , se o seu olho direito faz com que você peque , arranque-o e jogue-o fora . Pois é melhor perder uma parte do seu corpo do que o corpo inteiro ser atirado no inferno .
120	NTLH	Mateus	5	30	Se a sua mão direita faz com que você peque , corte-a e jogue-a fora . Pois é melhor perder uma parte do seu corpo do que o corpo inteiro ir para o inferno . O divórcio ( C )
121	NTLH	Mateus	5	31	— Foi dito também : “ Quem mandar a sua esposa embora deverá dar a ela um documento de divórcio. ”
122	NTLH	Mateus	5	32	Mas eu lhes digo : todo homem que mandar a sua esposa embora , a não ser em caso de adultério , será culpado de fazer com que ela se torne adúltera , se ela casar de novo . E o homem que casar com ela também cometerá adultério . Os juramentos
123	NTLH	Mateus	5	33	— Vocês ouviram o que foi dito aos seus antepassados : “ Não quebre a sua promessa , mas cumpra o que você jurou ao Senhor que ia fazer. ”
124	NTLH	Mateus	5	34	Mas eu lhes digo : não jurem de jeito nenhum . Não jurem pelo céu , pois é o trono de Deus ;
125	NTLH	Mateus	5	35	nem pela terra , pois é o estrado onde ele descansa os seus pés ; nem por Jerusalém , pois é a cidade do grande Rei .
126	NTLH	Mateus	5	36	Não jurem nem mesmo pela sua cabeça , pois vocês não podem fazer com que um só fio dos seus cabelos fique branco ou preto .
127	NTLH	Mateus	5	37	Que o “ sim ” de vocês seja sim , e o “ não ” , não , pois qualquer coisa a mais que disserem vem do Maligno . A vingança ( D )
128	NTLH	Mateus	5	38	— Vocês ouviram o que foi dito : “ Olho por olho , dente por dente. ”
129	NTLH	Mateus	5	39	Mas eu lhes digo : não se vinguem dos que fazem mal a vocês . Se alguém lhe der um tapa na cara , vire o outro lado para ele bater também .
130	NTLH	Mateus	5	40	Se alguém processar você para tomar a sua túnica , deixe que leve também a capa .
131	NTLH	Mateus	5	41	Se um dos soldados estrangeiros forçá-lo a carregar uma carga um quilômetro , carregue-a dois quilômetros .
132	NTLH	Mateus	5	42	Se alguém lhe pedir alguma coisa , dê ; e , se alguém lhe pedir emprestado , empreste . Amar os inimigos ( E )
133	NTLH	Mateus	5	43	— Vocês ouviram o que foi dito : “ Ame os seus amigos e odeie os seus inimigos. ”
134	NTLH	Mateus	5	44	Mas eu lhes digo : amem os seus inimigos e orem pelos que perseguem vocês ,
135	NTLH	Mateus	5	45	para que vocês se tornem filhos do Pai de vocês , que está no céu . Porque ele faz com que o sol brilhe sobre os bons e sobre os maus e dá chuvas tanto para os que fazem o bem como para os que fazem o mal .
136	NTLH	Mateus	5	46	Se vocês amam somente aqueles que os amam , por que esperam que Deus lhes dê alguma recompensa ? Até os cobradores de impostos amam as pessoas que os amam !
137	NTLH	Mateus	5	47	Se vocês falam somente com os seus amigos , o que é que estão fazendo de mais ? Até os pagãos fazem isso !
138	NTLH	Mateus	5	48	Portanto , sejam perfeitos , assim como é perfeito o Pai de vocês , que está no céu . Copyright
139	NTLH	Mateus	6	6	Mas você , quando orar , vá para o seu quarto , feche a porta e ore ao seu Pai , que não pode ser visto . E o seu Pai , que vê o que você faz em segredo , lhe dará a recompensa .
140	NTLH	Mateus	6	2000	Sociedade Bíblica do Brasil . Todos os direitos reservados / All rights reserved .
141	NTLH	Mateus	6	2	— Quando você der alguma coisa a uma pessoa necessitada , não fique contando o que fez , como os hipócritas fazem nas sinagogas e nas ruas . Eles fazem isso para serem elogiados pelos outros . Eu afirmo a vocês que isto é verdade : eles já receberam a sua recompensa .
142	NTLH	Mateus	6	3	Mas você , quando ajudar alguma pessoa necessitada , faça isso de tal modo que nem mesmo o seu amigo mais íntimo fique sabendo do que você fez .
143	NTLH	Mateus	6	4	Isso deve ficar em segredo ; e o seu Pai , que vê o que você faz em segredo , lhe dará a recompensa . A oração ( A )
144	NTLH	Mateus	6	5	— Quando vocês orarem , não sejam como os hipócritas . Eles gostam de orar de pé nas sinagogas e nas esquinas das ruas para serem vistos pelos outros . Eu afirmo a vocês que isto é verdade : eles já receberam a sua recompensa .
145	NTLH	Mateus	6	7	— Nas suas orações , não fiquem repetindo o que vocês já disseram , como fazem os pagãos . Eles pensam que Deus os ouvirá porque fazem orações compridas .
146	NTLH	Mateus	6	8	Não sejam como eles , pois , antes de vocês pedirem , o Pai de vocês já sabe o que vocês precisam .
147	NTLH	Mateus	6	9	Portanto , orem assim : “ Pai nosso , que estás no céu , que todos reconheçam que o teu nome é santo .
148	NTLH	Mateus	6	10	Venha o teu Reino . Que a tua vontade seja feita aqui na terra como é feita no céu !
149	NTLH	Mateus	6	11	Dá-nos hoje o alimento que precisamos .
150	NTLH	Mateus	6	12	Perdoa as nossas ofensas como também nós perdoamos as pessoas que nos ofenderam .
151	NTLH	Mateus	6	13	E não deixes que sejamos tentados , mas livra-nos do mal . [ Pois teu é o Reino , o poder e a glória , para sempre . Amém ! ] ”
152	NTLH	Mateus	6	14	— Porque , se vocês perdoarem as pessoas que ofenderem vocês , o Pai de vocês , que está no céu , também perdoará vocês .
153	NTLH	Mateus	6	15	Mas , se não perdoarem essas pessoas , o Pai de vocês também não perdoará as ofensas de vocês . O jejum
154	NTLH	Mateus	6	16	— Quando vocês jejuarem , não façam uma cara triste como fazem os hipócritas , pois eles fazem isso para todos saberem que eles estão jejuando . Eu afirmo a vocês que isto é verdade : eles já receberam a sua recompensa .
155	NTLH	Mateus	6	17	Mas você , quando jejuar , lave o rosto e penteie o cabelo
156	NTLH	Mateus	6	18	para os outros não saberem que você está jejuando . E somente o seu Pai , que não pode ser visto , saberá que você está jejuando . E o seu Pai , que vê o que você faz em segredo , lhe dará a recompensa . Riquezas no céu ( B )
157	NTLH	Mateus	6	19	— Não ajuntem riquezas aqui na terra , onde as traças e a ferrugem destroem , e onde os ladrões arrombam e roubam .
158	NTLH	Mateus	6	20	Pelo contrário , ajuntem riquezas no céu , onde as traças e a ferrugem não podem destruí-las , e os ladrões não podem arrombar e roubá-las .
159	NTLH	Mateus	6	21	Pois onde estiverem as suas riquezas , aí estará o coração de vocês . A luz do corpo ( C )
160	NTLH	Mateus	6	22	— Os olhos são como uma luz para o corpo : quando os olhos de vocês são bons , todo o seu corpo fica cheio de luz .
161	NTLH	Mateus	6	23	Porém , se os seus olhos forem maus , o seu corpo ficará cheio de escuridão . Assim , se a luz que está em você virar escuridão , como será terrível essa escuridão ! Deus e as riquezas ( D )
162	NTLH	Mateus	6	24	— Um escravo não pode servir a dois donos ao mesmo tempo , pois vai rejeitar um e preferir o outro ; ou será fiel a um e desprezará o outro . Vocês não podem servir a Deus e também servir ao dinheiro .
163	NTLH	Mateus	6	25	— Por isso eu digo a vocês : não se preocupem com a comida e com a bebida que precisam para viver nem com a roupa que precisam para se vestir . Afinal , será que a vida não é mais importante do que a comida ? E será que o corpo não é mais importante do que as roupas ?
164	NTLH	Mateus	6	26	Vejam os passarinhos que voam pelo céu : eles não semeiam , não colhem , nem guardam comida em depósitos . No entanto , o Pai de vocês , que está no céu , dá de comer a eles . Será que vocês não valem muito mais do que os passarinhos ?
165	NTLH	Mateus	6	27	E nenhum de vocês pode encompridar a sua vida , por mais que se preocupe com isso .
166	NTLH	Mateus	6	28	— E por que vocês se preocupam com roupas ? Vejam como crescem as flores do campo : elas não trabalham , nem fazem roupas para si mesmas .
167	NTLH	Mateus	6	29	Mas eu afirmo a vocês que nem mesmo Salomão , sendo tão rico , usava roupas tão bonitas como essas flores .
168	NTLH	Mateus	6	30	É Deus quem veste a erva do campo , que hoje dá flor e amanhã desaparece , queimada no forno . Então é claro que ele vestirá também vocês , que têm uma fé tão pequena !
169	NTLH	Mateus	6	31	Portanto , não fiquem preocupados , perguntando : “ Onde é que vamos arranjar comida ? ” ou “ Onde é que vamos arranjar bebida ? ” ou “ Onde é que vamos arranjar roupas ? ”
170	NTLH	Mateus	6	32	Pois os pagãos é que estão sempre procurando essas coisas . O Pai de vocês , que está no céu , sabe que vocês precisam de tudo isso .
171	NTLH	Mateus	6	33	Portanto , ponham em primeiro lugar na sua vida o Reino de Deus e aquilo que Deus quer , e ele lhes dará todas essas coisas .
172	NTLH	Mateus	6	34	Por isso , não fiquem preocupados com o dia de amanhã , pois o dia de amanhã trará as suas próprias preocupações . Para cada dia bastam as suas próprias dificuldades . Copyright
173	NTLH	Mateus	7	7	— Peçam e vocês receberão ; procurem e vocês acharão ; batam , e a porta será aberta para vocês .
174	NTLH	Mateus	7	2000	Sociedade Bíblica do Brasil . Todos os direitos reservados / All rights reserved .
175	NTLH	Mateus	7	2	Porque Deus julgará vocês do mesmo modo que vocês julgarem os outros e usará com vocês a mesma medida que vocês usarem para medir os outros .
176	NTLH	Mateus	7	3	Por que é que você vê o cisco que está no olho do seu irmão e não repara na trave de madeira que está no seu próprio olho ?
177	NTLH	Mateus	7	4	Como é que você pode dizer ao seu irmão : “ Me deixe tirar esse cisco do seu olho ” , quando você está com uma trave no seu próprio olho ?
178	NTLH	Mateus	7	5	Hipócrita ! Tire primeiro a trave que está no seu olho e então poderá ver bem para tirar o cisco que está no olho do seu irmão .
179	NTLH	Mateus	7	6	— Não deem para os cachorros o que é sagrado , pois eles se virarão contra vocês e os atacarão ; não joguem as suas pérolas para os porcos , pois eles as pisarão . A bondade de Deus ( B )
180	NTLH	Mateus	7	8	Porque todos aqueles que pedem recebem ; aqueles que procuram acham ; e a porta será aberta para quem bate .
181	NTLH	Mateus	7	9	Por acaso algum de vocês , que é pai , será capaz de dar uma pedra ao seu filho , quando ele pede pão ?
182	NTLH	Mateus	7	10	Ou lhe dará uma cobra , quando ele pede um peixe ?
183	NTLH	Mateus	7	11	Vocês , mesmo sendo maus , sabem dar coisas boas aos seus filhos . Quanto mais o Pai de vocês , que está no céu , dará coisas boas aos que lhe pedirem !
184	NTLH	Mateus	7	12	— Façam aos outros o que querem que eles façam a vocês ; pois isso é o que querem dizer a Lei de Moisés e os ensinamentos dos Profetas . Os dois caminhos ( C )
185	NTLH	Mateus	7	13	— Entrem pela porta estreita porque a porta larga e o caminho fácil levam para o inferno , e há muitas pessoas que andam por esse caminho .
186	NTLH	Mateus	7	14	A porta estreita e o caminho difícil levam para a vida , e poucas pessoas encontram esse caminho . Os falsos profetas ( D )
187	NTLH	Mateus	7	15	— Cuidado com os falsos profetas ! Eles chegam disfarçados de ovelhas , mas por dentro são lobos selvagens .
188	NTLH	Mateus	7	16	Vocês os conhecerão pelo que eles fazem . Os espinheiros não dão uvas , e os pés de urtiga não dão figos .
189	NTLH	Mateus	7	17	Assim , toda árvore boa dá frutas boas , e a árvore que não presta dá frutas ruins .
190	NTLH	Mateus	7	18	A árvore boa não pode dar frutas ruins , e a árvore que não presta não pode dar frutas boas .
191	NTLH	Mateus	7	19	Toda árvore que não dá frutas boas é cortada e jogada no fogo .
